LearningRate,Timestep,KendallTau,MAP,a
0.0005,7,0.787828302735765,0.33496690812130187,1.5
0.0005,8,0.737534715345017,0.22161900675709917,1.5
0.0005,9,0.7361585783899435,0.20938315528330192,1.5
0.0005,7,0.7706012252375936,0.2722990858387906,1.1
0.0005,8,0.7257628160916971,0.21055880516555295,1.1
0.0005,9,0.7207301453640963,0.19089703828128685,1.1
0.0005,7,0.7824151797402769,0.34541490102620775,1.2
0.0005,8,0.7297246843542003,0.21113874102173086,1.2
0.0005,9,0.7200684735601981,0.18910135903708275,1.2
0.0005,7,0.7784863305003403,0.31013281121210545,1.3
0.0005,8,0.7212135657494873,0.20096171335649898,1.3
0.0005,9,0.7353484904632659,0.21823891398318562,1.3
0.0005,7,0.7865729821110273,0.3476029141964877,1.4
0.0005,8,0.7362137542189536,0.22601871618173072,1.4
0.0005,9,0.7324946015183834,0.20198141463155678,1.4
0.0005,7,0.7700897958015946,0.2983474972329786,1.0
0.0005,8,0.7136726926062107,0.19997940189154523,1.0
0.0005,9,0.7203473117586193,0.1914338632211005,1.0
0.0005,7,0.7904785308172616,0.3433384734682322,1.6
0.0005,8,0.7407656749943302,0.23482393575452057,1.6
0.0005,9,0.7403083733515959,0.20736588922341037,1.6
0.0005,7,0.790829787472374,0.33186401745446636,1.7
0.0005,8,0.7438088035711,0.2342825647460144,1.7
0.0005,9,0.7541401062405033,0.22223688265815944,1.7
0.0005,7,0.7913016121345018,0.3315092228907342,1.8
0.0005,8,0.7369139685807848,0.21942257650457547,1.8
0.0005,9,0.7390698596564432,0.20224220027816744,1.8
0.0005,7,0.7967081512148048,0.37602529141934243,1.9
0.0005,8,0.7471899609253835,0.2389722938092012,1.9
0.0005,9,0.7476733872422096,0.20756360900496626,1.9
0.0001,7,0.8410377190356422,0.41605975836289044,1.5
0.0001,8,0.800683178318217,0.2294648929513942,1.5
0.0001,9,0.8204938317096123,0.34542286144632345,1.5
0.0001,7,0.8201182554003027,0.3380217161348352,1.1
0.0001,8,0.7694785960290189,0.20653996483160167,1.1
0.0001,9,0.8029806032933117,0.30884127580908394,1.1
0.0001,7,0.8302868780883076,0.3490461825934169,1.2
0.0001,8,0.7773309498573402,0.21038606690231088,1.2
0.0001,9,0.8098537187373038,0.31511675727261323,1.2
0.0001,7,0.8360842436450167,0.3763806153940407,1.3
0.0001,8,0.7844657901210185,0.2180581076746697,1.3
0.0001,9,0.820241879409159,0.3443499750095073,1.3
0.0001,7,0.8331147748838444,0.36899916030325425,1.4
0.0001,8,0.7890768583474387,0.2226809339893872,1.4
0.0001,9,0.814740463083464,0.3205970798836557,1.4
0.0001,7,0.8104182633544261,0.3587205287484645,1.0
0.0001,8,0.7590519072634385,0.22509138843695595,1.0
0.0001,9,0.8004500886451674,0.3478842766139472,1.0
0.0001,7,0.8459658132583772,0.4248675727318037,1.6
0.0001,8,0.8011894044874981,0.24177012885316201,1.6
0.0001,9,0.827409955601774,0.34142087249564446,1.6
0.0001,7,0.8432078946279833,0.42815873062579174,1.7
0.0001,8,0.8051644517491574,0.23489991826812692,1.7
0.0001,9,0.8300313766407263,0.32443379363058505,1.7
0.0001,7,0.840202582953412,0.40053393672485466,1.8
0.0001,8,0.8040042050080524,0.24004929970717567,1.8
0.0001,9,0.8298281636124033,0.33896922811430347,1.8
0.0001,7,0.8352637936670684,0.36142797726592335,1.9
0.0001,8,0.8068419564324112,0.24815879864184998,1.9
0.0001,9,0.8369694411347619,0.36420842111369867,1.9
